('LeNet((conv1):Conv2d(1,6,kernel_size=(5,5),stride=(1,1),padding=(2,2))(conv2):Conv2d(6,16,kernel_size=(5,5),stride=(1,1))(fc1):Linear(400->120)(fc2):Linear(120->84)(fc3):Linear(84->10))',)-2017-06-30-11:27:48-36fdec3.torch,finbarrtimbers,64,1,0.01,0.5,1,95.62,0.14
('LeNet((conv1):Conv2d(1,6,kernel_size=(5,5),stride=(1,1),padding=(2,2))(conv2):Conv2d(6,16,kernel_size=(5,5),stride=(1,1))(fc1):Linear(400->120)(fc2):Linear(120->84)(fc3):Linear(84->10))',)-2017-06-30-11:28:39-36fdec3.torch,finbarrtimbers,64,1,0.01,0.5,1,95.62,0.14
